Area,Age,M/F,Cause of death or injury,Measure,"Value per 100,000",Lower bound,Upper bound
Tamil Nadu,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Tamil Nadu,15-49 years,Male,Self-harm and interpersonal violence,Affected,9045.103663,5371.037683,11180.23931
Telangana,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Telangana,15-49 years,Male,Self-harm and interpersonal violence,Affected,4076.747519,2539.545932,5463.144787
Tripura,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
Tripura,15-49 years,Male,Self-harm and interpersonal violence,Affected,517.6941037,263.103665,697.849321
Uttar Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,4,,
Uttar Pradesh,15-49 years,Male,Self-harm and interpersonal violence,Affected,17918.29951,14582.04223,21269.14089
Uttarakhand,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,5,,
Uttarakhand,15-49 years,Male,Self-harm and interpersonal violence,Affected,1026.578041,800.6251946,1333.471189
West Bengal,15-49 years,Male,Self-harm and interpersonal violence,Affected rank,3,,
West Bengal,15-49 years,Male,Self-harm and interpersonal violence,Affected,7136.116927,5006.69857,9050.367884
Andhra Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,9,,
Andhra Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,1544.66136,969.8035938,2616.28197
Arunachal Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Arunachal Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,0.275897686,0.016588819,2.47838979
Assam,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,16,,
Assam,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,164.3054349,62.81589628,457.3037873
Bihar,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,13,,
Bihar,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,1148.802133,569.3639435,2571.449331
Chhattisgarh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,17,,
Chhattisgarh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,235.8945011,107.1349816,489.6098069
Delhi,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,9,,
Delhi,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,421.8140841,113.5835529,1547.728087
Goa,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,13,,
Goa,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,7.599547716,2.952710121,23.13400466
Gujarat,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,16,,
Gujarat,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,515.4645296,277.5928479,963.1601024
Haryana,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,13,,
Haryana,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,407.2995193,182.6594005,937.4986691
Himachal Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,16,,
Himachal Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,33.18162183,14.4803925,74.45101916
Jammu & Kashmir and Ladakh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,15,,
Jammu & Kashmir and Ladakh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,69.15668142,26.87317992,182.1735758
Jharkhand,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,14,,
Jharkhand,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,184.9375053,65.79776543,509.5550323
Karnataka,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,10,,
Karnataka,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,1242.030876,732.306954,2047.08502
Kerala,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,19,,
Kerala,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,2.699250202,0.446475331,13.00950694
Madhya Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,15,,
Madhya Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,785.29401,353.6918593,1475.38634
Maharashtra,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,10,,
Maharashtra,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,2084.464673,1202.889249,3236.726644
Manipur,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,7,,
Manipur,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,176.7187987,106.8871717,285.8952278
Meghalaya,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,18,,
Meghalaya,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,1.896152829,0.092304165,12.09818919
Mizoram,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,5,,
Mizoram,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,84.4896481,47.5163525,153.0270536
Nagaland,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,6,,
Nagaland,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,90.53748117,52.79543034,149.5068758
Odisha,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,17,,
Odisha,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,102.7325059,23.13319295,347.6940419
Other Union Territories,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,12,,
Other Union Territories,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,32.12869787,22.34662889,49.89060913
Punjab,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,16,,
Punjab,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,153.4760996,79.5078995,309.8706177
Rajasthan,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,17,,
Rajasthan,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,123.5202928,12.95962133,417.9667036
Sikkim,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,18,,
Sikkim,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,0.103172021,0.010359218,0.631028878
Tamil Nadu,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,15,,
Tamil Nadu,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,554.1044969,348.0285173,891.6174228
Telangana,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,8,,
Telangana,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,1388.211055,638.0756337,2735.423108
Tripura,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,20,,
Tripura,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,0.394318224,0.04684868,2.36622221
Uttar Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,18,,
Uttar Pradesh,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,325.1492514,115.4634083,736.1116409
Uttarakhand,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,15,,
Uttarakhand,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,165.834903,64.72042261,397.781906
West Bengal,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected rank,14,,
West Bengal,15-49 years,Male,HIV/AIDS and sexually transmitted infections,Affected,580.9350107,177.7715126,1715.111161
Andhra Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Andhra Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,7445.274562,6649.618289,8523.570558
Arunachal Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Arunachal Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,205.558647,165.2124559,257.9883222
Assam,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Assam,15-49 years,Male,Respiratory infections and tuberculosis,Affected,8457.682116,7697.134191,9715.815897
Bihar,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Bihar,15-49 years,Male,Respiratory infections and tuberculosis,Affected,20177.75484,18412.41008,22644.8742
Chhattisgarh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Chhattisgarh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,8959.552866,8163.026852,10190.86974
Delhi,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Delhi,15-49 years,Male,Respiratory infections and tuberculosis,Affected,2580.531147,2242.581723,3015.64405
Goa,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Goa,15-49 years,Male,Respiratory infections and tuberculosis,Affected,268.743661,258.3460008,281.7419723
Gujarat,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Gujarat,15-49 years,Male,Respiratory infections and tuberculosis,Affected,13171.32049,10778.76559,15814.09281
Haryana,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Haryana,15-49 years,Male,Respiratory infections and tuberculosis,Affected,5719.014286,5188.087715,6509.163295
Himachal Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Himachal Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,1222.57693,1113.634376,1383.161719
Jammu & Kashmir and Ladakh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,3,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,1757.169786,1592.262366,2007.317707
Jharkhand,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Jharkhand,15-49 years,Male,Respiratory infections and tuberculosis,Affected,5139.732686,4433.335705,6240.635794
Karnataka,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Karnataka,15-49 years,Male,Respiratory infections and tuberculosis,Affected,12331.72017,10825.20064,14507.4029
Kerala,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Kerala,15-49 years,Male,Respiratory infections and tuberculosis,Affected,4233.524325,4071.101915,4469.248986
Madhya Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Madhya Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,18162.95729,15802.79769,21416.8541
Maharashtra,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Maharashtra,15-49 years,Male,Respiratory infections and tuberculosis,Affected,23609.88816,19539.88869,26858.63744
Manipur,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Manipur,15-49 years,Male,Respiratory infections and tuberculosis,Affected,792.7019826,707.4901423,907.3582891
Meghalaya,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Meghalaya,15-49 years,Male,Respiratory infections and tuberculosis,Affected,626.9773857,544.2159075,730.0949357
Mizoram,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Mizoram,15-49 years,Male,Respiratory infections and tuberculosis,Affected,210.6457804,183.0485444,245.0686646
Nagaland,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Nagaland,15-49 years,Male,Respiratory infections and tuberculosis,Affected,327.672186,281.3735167,376.3660727
Odisha,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Odisha,15-49 years,Male,Respiratory infections and tuberculosis,Affected,9546.29283,8396.996962,10987.88058
Other Union Territories,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Other Union Territories,15-49 years,Male,Respiratory infections and tuberculosis,Affected,647.2044464,593.9648191,715.7023628
Punjab,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Punjab,15-49 years,Male,Respiratory infections and tuberculosis,Affected,4320.818743,3995.186725,4811.931555
Rajasthan,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Rajasthan,15-49 years,Male,Respiratory infections and tuberculosis,Affected,16018.83966,13368.66932,18886.31769
Sikkim,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Sikkim,15-49 years,Male,Respiratory infections and tuberculosis,Affected,136.2934964,124.1192977,151.516644
Tamil Nadu,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Tamil Nadu,15-49 years,Male,Respiratory infections and tuberculosis,Affected,14123.79523,12696.67724,16282.84362
Telangana,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
Telangana,15-49 years,Male,Respiratory infections and tuberculosis,Affected,4099.238076,3566.409989,4932.384886
Tripura,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Tripura,15-49 years,Male,Respiratory infections and tuberculosis,Affected,668.0297168,605.4118598,741.854072
Uttar Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Uttar Pradesh,15-49 years,Male,Respiratory infections and tuberculosis,Affected,60975.28343,53629.50178,69146.35637
Uttarakhand,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,1,,
Uttarakhand,15-49 years,Male,Respiratory infections and tuberculosis,Affected,3568.15958,3086.915745,4230.496982
West Bengal,15-49 years,Male,Respiratory infections and tuberculosis,Affected rank,2,,
West Bengal,15-49 years,Male,Respiratory infections and tuberculosis,Affected,10882.1643,9664.365329,12738.76899
Andhra Pradesh,15-49 years,Male,Enteric infections,Affected rank,11,,
Andhra Pradesh,15-49 years,Male,Enteric infections,Affected,795.1708716,442.1943001,1374.162119
Arunachal Pradesh,15-49 years,Male,Enteric infections,Affected rank,12,,
Arunachal Pradesh,15-49 years,Male,Enteric infections,Affected,21.0923063,8.264476322,40.59607234
Assam,15-49 years,Male,Enteric infections,Affected rank,9,,
Assam,15-49 years,Male,Enteric infections,Affected,940.4429779,376.1649715,1824.973024
Bihar,15-49 years,Male,Enteric infections,Affected rank,8,,
Bihar,15-49 years,Male,Enteric infections,Affected,3653.134886,1421.614952,7481.358916
Chhattisgarh,15-49 years,Male,Enteric infections,Affected rank,11,,
Chhattisgarh,15-49 years,Male,Enteric infections,Affected,836.5587402,427.3100571,1513.811217
Delhi,15-49 years,Male,Enteric infections,Affected rank,13,,
Delhi,15-49 years,Male,Enteric infections,Affected,204.8798574,98.50565878,358.0247671
Goa,15-49 years,Male,Enteric infections,Affected rank,16,,
Goa,15-49 years,Male,Enteric infections,Affected,5.999490546,2.52374735,15.96191752
Gujarat,15-49 years,Male,Enteric infections,Affected rank,12,,
Gujarat,15-49 years,Male,Enteric infections,Affected,845.7159726,469.8745998,1395.913779
Haryana,15-49 years,Male,Enteric infections,Affected rank,12,,
Haryana,15-49 years,Male,Enteric infections,Affected,412.3406856,218.045351,685.6545378
Himachal Pradesh,15-49 years,Male,Enteric infections,Affected rank,12,,
Himachal Pradesh,15-49 years,Male,Enteric infections,Affected,70.32239262,37.6794668,123.193442
Jammu & Kashmir and Ladakh,15-49 years,Male,Enteric infections,Affected rank,12,,
Jammu & Kashmir and Ladakh,15-49 years,Male,Enteric infections,Affected,122.3448817,54.99897939,296.7885186
Jharkhand,15-49 years,Male,Enteric infections,Affected rank,8,,
Jharkhand,15-49 years,Male,Enteric infections,Affected,1014.853565,360.9143965,2244.03497
Karnataka,15-49 years,Male,Enteric infections,Affected rank,14,,
Karnataka,15-49 years,Male,Enteric infections,Affected,692.9901467,333.3026778,1515.73368
Kerala,15-49 years,Male,Enteric infections,Affected rank,14,,
Kerala,15-49 years,Male,Enteric infections,Affected,103.4933871,37.14607526,356.1308943
Madhya Pradesh,15-49 years,Male,Enteric infections,Affected rank,9,,
Madhya Pradesh,15-49 years,Male,Enteric infections,Affected,2765.175138,1168.921222,6044.392116
Maharashtra,15-49 years,Male,Enteric infections,Affected rank,12,,
Maharashtra,15-49 years,Male,Enteric infections,Affected,1463.940602,828.4465945,2572.753613
Manipur,15-49 years,Male,Enteric infections,Affected rank,12,,
Manipur,15-49 years,Male,Enteric infections,Affected,50.54954869,20.05474059,103.7697982
